the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,LATITUDE,LONGITUDE,LASTUPDATE
POINT (-121.883341305361 37.435916261846),825,Calaveras Montessori School,School,1331 E CALAVERAS BLVD,MILPITAS,95035,NCES,512014PRIVATE,37.43591131,-121.88332821,03/10/2014 12:00:00 AM +0000
POINT (-121.594915283762 37.020287850252),1319,Mt. Madonna High,School,8750 Hirasaki Court,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694844334850,37.02028291,-121.59490228,10/03/2014 12:00:00 AM +0000
POINT (-121.841824314204 37.253154658743),342,Blossom Hill Station,VTA Light Rail Station,Hwy 85  At  Blossom Hill,,,VTA,000027,37.25314972,-121.84181124,01/15/2012 12:00:00 AM +0000
POINT (-121.958765714002 37.291334566633),1165,Eastfield Children's Center,School,251 Llewellyn Avenue,Cambell,95008,School Website 2014/CA_DEPT_EDU,43104396085534,37.29132963,-121.95875262,09/10/2014 12:00:00 AM +0000
POINT (-121.646897682078 37.107378169734),1351,Paradise Valley/Machado Elementary,School,1400 La Crosse Drive,Morgan Hill,95037-5675,School Website 2014/CA_DEPT_EDU,43695836098271,37.10737323,-121.64688466,10/06/2014 12:00:00 AM +0000
POINT (-122.061927325368 37.393102353199),259,Slater School Park,Park,,,,ESRI,2552010POS,37.39309742,-122.06191421,09/14/2011 12:00:00 AM +0000
POINT (-121.987362577931 37.376167493462),662,Santa Clara Fire Station 9,FireStation,3011  CORVIN DR,Santa Clara,,County Comm,692012FIRE,37.37616255,-121.98734947,08/09/2012 12:00:00 AM +0000
POINT (-122.078404286986 37.347370209951),965,St. Simon School,School,1840 Grant Road,Los Altos,94024,School Website/NCES,2012014PRIVATE,37.34736528,-122.07839117,03/14/2014 12:00:00 AM +0000
POINT (-121.805543796686 37.26801479857),138,Great Oaks Park,Park,,,,ESRI,1342010POS,37.26800985,-121.80553073,09/14/2011 12:00:00 AM +0000
POINT (-121.940299258169 37.125742514821),756,Loma Prieta Substation,Police,23800  SUMMIT RD,SZ,95033,County Comm,172012POLICE,37.12573759,-121.94028619,08/30/2012 12:00:00 AM +0000
POINT (-122.037574484659 37.301914874967),112,Three Oaks Park,Park,,,,ESRI,1082010POS,37.30190994,-122.03756138,09/14/2011 12:00:00 AM +0000
POINT (-122.098659024616 37.359931336576),877,Los Altos Christian School,School,625 Magdalena Avenue,Los Altos Hills,94024,School Website/NCES,1052014PRIVATE,37.3599264,-122.09864591,03/11/2014 12:00:00 AM +0000
POINT (-121.862976861048 37.27390592258),347,Capitol Station,VTA Light Rail Station,Hwy 87  At  Capitol Station,,,VTA,000005,37.27390098,-121.86296379,01/15/2012 12:00:00 AM +0000
POINT (-122.142862046045 37.425798267708),278,Wallis Park,Park,,,,ESRI,2742010POS,37.42579333,-122.14284891,09/14/2011 12:00:00 AM +0000
POINT (-121.78719087785 37.319189267154),1305,Millbrook Elementary,School,3200 Millbrook Drive,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694356105787,37.31918432,-121.78717781,10/02/2014 12:00:00 AM +0000
POINT (-121.610797370155 37.086128125174),328,San Martin Station,Railroad Station,,San Martin,,VTA,152012RRS,37.08612318,-121.61078435,01/15/2012 12:00:00 AM +0000
POINT (-121.869279568524 37.220416164146),1429,Simonds Elementary,School,6515 Grapevine Way,San Jose,95120,School Website 2014/CA_DEPT_EDU,43696666048706,37.22041123,-121.8692665,10/08/2014 12:00:00 AM +0000
POINT (-121.964246960165 37.356758866642),280,Warburton Park,Park,,,,ESRI,2762010POS,37.35675392,-121.96423386,09/14/2011 12:00:00 AM +0000
POINT (-122.027545538957 37.32719618995),1391,Cupertino Union School District,School,10301 Vista Drive,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694190000000,37.32719126,-122.02753243,10/07/2014 12:00:00 AM +0000
POINT (-121.938575276214 37.328004907474),527,O'Conner Hospital,Hospital,2105 Forest Avenue,San Jose,95128,"ESRI [2008 & 2010] Map and Data, BIZ JRNL 2007",132012H,37.32799997,-121.93856218,08/01/2011 12:00:00 AM +0000
POINT (-122.130338284429 37.380927497038),1200,Gardner Bullis Elementary,School,25890 Fremont Road,Los Altos Hills,94022,School Website 2014/CA_DEPT_EDU,43695186047427,37.38092256,-122.13032516,09/11/2014 12:00:00 AM +0000
POINT (-121.592465926089 37.002205112753),33,Uvas Creek Park Preserve County Park,Park,,,,SCCPRD,272011POS,37.00220018,-121.59245292,09/14/2011 12:00:00 AM +0000
POINT (-121.906095566606 37.354677648907),753,Santa Clara Co. Sheriff's Office,Police,55 W YOUNGER AV,SAN JOSE,95110,County Comm,142012POLICE,37.3546727,-121.90608248,08/30/2012 12:00:00 AM +0000
POINT (-121.863125906435 37.389090332055),341,Berryessa Station,VTA Light Rail Station,Capitol  At  Ohlone,,,VTA,000109,37.38908538,-121.86311282,01/15/2012 12:00:00 AM +0000
POINT (-121.8831714165 37.312215202621),324,Tamien Station,Railroad Station,,Tamien,,VTA,112012RRS,37.31221026,-121.88315833,01/15/2012 12:00:00 AM +0000
POINT (-122.134739718654 37.438413738282),1148,David Starr Jordan Middle,School,750 North California Avenue,Palo Alto,94303,School Website 2014/CA_DEPT_EDU,43696416060065,37.4384088,-122.13472658,09/08/2014 12:00:00 AM +0000
POINT (-122.001518792696 37.291798470428),1364,Prospect High,School,18900 Prospect Road,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43694014336137,37.29179354,-122.0015057,10/06/2014 12:00:00 AM +0000
POINT (-121.908161309696 37.33139171225),590,Billy Defrank Community Center,Community Center,938 The Alameda,San Jose,,ISD-GIS -  Compiled data from the internet,382012C,37.33138677,-121.90814822,08/09/2012 12:00:00 AM +0000
POINT (-122.142312844305 37.45001174162),119,Eleanor Pardee Park,Park,,,,ESRI,1152010POS,37.4500068,-122.14229971,09/14/2011 12:00:00 AM +0000
POINT (-121.550209079252 37.096008968389),16,Coyote Lake-Harvey Bear Ranch County Park,Park,,,,SCCPRD,102011POS,37.09600402,-121.55019607,09/14/2011 12:00:00 AM +0000
POINT (-121.974070873928 37.403559447684),400,Great America Station,VTA Light Rail Station,Tasman  At  Great America,,,VTA,000021,37.4035545,-121.97405777,01/15/2012 12:00:00 AM +0000
POINT (-122.118272786307 37.376884856536),174,Lincoln Park,Park,,,,ESRI,1702010POS,37.37687992,-122.11825966,09/14/2011 12:00:00 AM +0000
POINT (-122.081802920262 37.390180683568),544,Mountain View City Hall,City Hall,500 Castro St,Mountain View,94039,ESRI Data,72012CH,37.39017575,-122.0817898,08/09/2012 12:00:00 AM +0000
POINT (-121.919123292113 37.233799046858),882,Los Gatos Academy,School,220 Belgatos Road,Los Gatos,95032,School Website,1102014PRIVATE,37.23379411,-121.91911021,03/11/2014 12:00:00 AM +0000
POINT (-121.576365581827 36.995666891457),1213,Gilroy High,School,750 West Tenth Street,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694844332839,36.99566195,-121.57635258,09/11/2014 12:00:00 AM +0000
POINT (-122.08609488159 37.411470616216),1140,Independent Study Program,School,1701 Rock Street,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695910121830,37.41146568,-122.08608176,09/08/2014 12:00:00 AM +0000
POINT (-122.063133625407 37.31425539426),186,McClellan Ranch Park,Park,,,,ESRI,1822010POS,37.31425046,-122.06312052,09/14/2011 12:00:00 AM +0000
POINT (-121.783427580554 37.247398787995),256,Silver Leaf Park,Park,,,,ESRI,2522010POS,37.24739384,-121.78341452,09/14/2011 12:00:00 AM +0000
POINT (-121.916421824066 37.263201386201),603,San Jose Fire Station 9,FireStation,3410  ROSS AV,San Jose,,County Comm,92012FIRE,37.26319645,-121.91640874,08/09/2012 12:00:00 AM +0000
POINT (-122.159415057415 37.44395077625),719,Palo Alto  Downtown Library,Library,270 Forest Avenue,Palo Alto,94301,Web,142012LIB,37.44394584,-122.15940192,08/08/2012 12:00:00 AM +0000
POINT (-121.915045261149 37.267734885887),826,Cambrian International Academy,School,1774 FOXWORTHY AVE,SAN JOSE,95124,NCES,522014PRIVATE,37.26772995,-121.91503218,03/10/2014 12:00:00 AM +0000
POINT (-122.118073889879 37.435024221023),252,Seale Park,Park,,,,ESRI,2482010POS,37.43501928,-122.11806076,09/14/2011 12:00:00 AM +0000
POINT (-121.926970378604 37.314458918312),1304,Middle College High,School,2101 Moorpark Avenue,San Jose,95128,School Website 2014/CA_DEPT_EDU,43696664330593,37.31445398,-121.92695729,10/02/2014 12:00:00 AM +0000
POINT (-121.522092584812 37.00113437122),790,Anchorpoint Christian High School,School,2240 PACHECO PASS HY,Gilroy,95020,School Website 2013/NCES,102014PRIVATE,37.00112943,-121.52207959,03/07/2014 12:00:00 AM +0000
POINT (-121.875422542831 37.423732370731),294,Yellowstone Park,Park,,,,ESRI,2902010POS,37.42372742,-121.87540945,09/14/2011 12:00:00 AM +0000
POINT (-122.003019507068 37.397924930207),1256,Lakewood Elementary,School,750 Lakechime Drive,Sunnyvale,94089,School Website 2014/CA_DEPT_EDU,43696906049233,37.39791999,-122.0030064,09/29/2014 12:00:00 AM +0000
POINT (-121.660837630698 37.128505652886),130,Galvin Park,Park,,,,ESRI,1262010POS,37.12850071,-121.6608246,09/14/2011 12:00:00 AM +0000
POINT (-121.836603755137 37.247146508362),1196,Frost Elementary School,School,530 Gettysburg Dr,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696256048110,37.24714157,-121.83659069,09/11/2014 12:00:00 AM +0000
POINT (-121.988561629983 37.329063484034),1163,Dwight D. Eisenhower Elementary,School,277 Rodonovan Drive,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43694196046809,37.32905855,-121.98854853,09/09/2014 12:00:00 AM +0000
POINT (-121.996130495474 37.301644964358),251,Saratoga Creek Park,Park,,,,ESRI,2472010POS,37.30164003,-121.9961174,09/14/2011 12:00:00 AM +0000
POINT (-121.971588167826 37.3558924211),814,Cedarwood Sudbury School,School,2545 Warburton Avenue,Santa Clara,95051,School Website,392014PRIVATE,37.35588748,-121.97157507,03/10/2014 12:00:00 AM +0000
POINT (-122.111243829497 37.420491117026),1480,Martin J. Spangler,School,3880 Middlefield Road,Palo Alto,94306,School Website 2014/CA_DEPT_EDU,43104396085476,37.42048618,-122.1112307,10/09/2014 12:00:00 AM +0000
POINT (-121.931669749254 37.313443860301),507,Valley Health Center Bascom,Clinic,750 S. Bascom Ave,San Jose,95128,Santa Clara County Valley Medical Center,522012VMC,37.31343892,-121.93165666,08/10/2012 12:00:00 AM +0000
POINT (-121.901232128322 37.282905717508),919,Presentation High School,School,2281 Plummer Avenue,San Jose,95125,School Website/NCES,1522014PRIVATE,37.28290078,-121.90121905,03/12/2014 12:00:00 AM +0000
POINT (-122.116484498282 37.395757775247),1049,Bullis Charter,School,102 West Portola Avenue,Los Altos,94022,School Website 2014/CA_DEPT_EDU,43104390106534,37.39575284,-122.11647137,08/26/2014 12:00:00 AM +0000
POINT (-121.97493842147 37.240466944427),1281,Los Gatos-Saratoga Alternative,School,17421 Farley Road West,Los Gatos,95030,School Website 2014/CA_DEPT_EDU,43695264330288,37.24046201,-121.97492533,09/30/2014 12:00:00 AM +0000
POINT (-121.858075027766 37.410637190204),1295,Majestic Way Elementary,School,1855 Majestic Way,San Jose,95132,School Website 2014/CA_DEPT_EDU,43693776095343,37.41063224,-121.85806194,09/30/2014 12:00:00 AM +0000
POINT (-121.905707339648 37.458089119129),1248,Joseph Weller Elementary,School,345 Boulder Drive,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876047633,37.45808416,-121.90569424,09/22/2014 12:00:00 AM +0000
POINT (-121.7842188822 37.408254341867),41,Sierra Vista Open Space Preserve,Open Space,,,,SCC-Plannning,362011POS,37.40824938,-121.78420581,09/14/2011 12:00:00 AM +0000
POINT (-121.967771817589 37.252664848067),680,County Fire Wichester Station,FireStation,14850 S WINCHESTER BL,Los Gatos,,County Comm,872012FIRE,37.25265992,-121.96775873,08/09/2012 12:00:00 AM +0000
POINT (-121.599746387789 37.032591875349),644,Gilroy Fire Station 3,FireStation,880  SUNRISE DR,Gilroy,,County Comm,512012FIRE,37.03258694,-121.59973338,08/09/2012 12:00:00 AM +0000
POINT (-121.837182096171 37.308749365125),1435,Stonegate Elementary,School,2605 Gassmann Drive,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694506071542,37.30874442,-121.83716902,10/08/2014 12:00:00 AM +0000
POINT (-122.109686010323 37.36627296171),852,Heritage Academy,School,858 UNIVERSITY AVE,LOS ALTOS,94024,NCES,792014PRIVATE,37.36626803,-122.10967289,03/11/2014 12:00:00 AM +0000
POINT (-121.893126830167 37.327227555828),349,Childrens Discovery Museum Station,VTA Light Rail Station,Woz Way  At  Childrens Discovery Museum,,,VTA,000032,37.32722261,-121.89311375,01/15/2012 12:00:00 AM +0000
POINT (-122.002269567411 37.241171383703),674,County Fire Quito Station 8,FireStation,18870  SARATOGA LOS GATOS RD,CO,,County Comm,812012FIRE,37.24116645,-122.00225648,08/09/2012 12:00:00 AM +0000
POINT (-121.866225969206 37.277216983555),1402,Silicon Valley Adult Education Program,School,760 Hillsdale Avenue,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696664334454,37.27721204,-121.86621289,10/07/2014 12:00:00 AM +0000
POINT (-121.975689782722 37.345005350916),1294,Magnolia Science Academy Santa Clara,School,2720 Sonoma Place,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43104390120261,37.34500041,-121.97567668,09/30/2014 12:00:00 AM +0000
POINT (-121.587188347171 37.012362305343),484,Planned Parenthood - Gilroy,Clinic,7933 WREN AVE.,GILROY,95020,Office Of StateWide Health Planning And Development (OSHPD),306431861,37.01235737,-121.58717534,08/10/2012 12:00:00 AM +0000
POINT (-121.802265377901 37.242509735014),353,Cottle Station,VTA Light Rail Station,Hwy 85  At  Cottle,,,VTA,000034,37.24250479,-121.80225232,01/15/2012 12:00:00 AM +0000
POINT (-122.028415825835 37.41496831916),633,Sunnyvale Fire Station 5,FireStation,1120  LOCKHEED WY,SunnyVale,,County Comm,392012FIRE,37.41496338,-122.02840271,08/09/2012 12:00:00 AM +0000
POINT (-121.938347630658 37.312936160473),1113,Chandler Tripp,School,780 Thornton Way,San Jose,95128,School Website 2014/CA_DEPT_EDU,43104396049530,37.31293122,-121.93833454,09/04/2014 12:00:00 AM +0000
POINT (-121.988843910508 37.339607909544),887,Monticello Academy,School,3345 Lochinvar Avenue,Santa Clara,95051,School Website/NCES,1152014PRIVATE,37.33960297,-121.98883081,03/11/2014 12:00:00 AM +0000
POINT (-121.965476183139 37.264527825812),1103,Village School,School,825 West Parr Avenue,Campbell,95008,School Website 2014/CA_DEPT_EDU,43693930106005,37.26452289,-121.96546309,09/02/2014 12:00:00 AM +0000
POINT (-122.038090816796 37.364503032854),171,Las Palmas Park,Park,,,,ESRI,1672010POS,37.3644981,-122.03807771,09/14/2011 12:00:00 AM +0000
POINT (-121.89232737645 37.338557458507),452,St James Station,VTA Light Rail Station,North First  At  Saint James Park,,,VTA,000055,37.33855251,-121.89231429,01/15/2012 12:00:00 AM +0000
POINT (-121.916813650842 37.273794611749),110,Doerr Park,Park,,,,ESRI,1062010POS,37.27378967,-121.91680057,09/14/2011 12:00:00 AM +0000
POINT (-121.967965219811 37.286695270708),807,Campbell Christian School,School,1075 West Campbell Avenue,Campbell,95008,School Website/NCES,302014PRIVATE,37.28669034,-121.96795213,03/10/2014 12:00:00 AM +0000
POINT (-121.928727741165 37.387201924162),429,Bonaventura Station,VTA Light Rail Station,North First  At  Bonaventura,,,VTA,000011,37.38719698,-121.92871464,01/15/2012 12:00:00 AM +0000
POINT (-121.907500591453 37.408778728807),227,Pinewood Park,Park,,,,ESRI,2232010POS,37.40877378,-121.9074875,09/14/2011 12:00:00 AM +0000
POINT (-122.000887543543 37.403401248864),421,Vienna Station,VTA Light Rail Station,Tasman  At  Vienna,,,VTA,000071,37.40339631,-122.00087443,01/15/2012 12:00:00 AM +0000
POINT (-122.026904458621 37.410052933368),406,Lockheed Martin Station,VTA Light Rail Station,Mathilda  At  Lockheed Martin,,,VTA,000078,37.41004799,-122.02689134,01/15/2012 12:00:00 AM +0000
POINT (-121.789561698311 37.328065564734),1335,Norwood Creek Elementary,School,3241 Remington Way,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694356102081,37.32806061,-121.78954863,10/06/2014 12:00:00 AM +0000
POINT (-121.791567104221 37.339364989924),1449,Valle Vista Elementary,School,2400 Flint Avenue,San Jose,95148,School Website 2014/CA_DEPT_EDU,43696176067227,37.33936004,-121.79155403,10/09/2014 12:00:00 AM +0000
POINT (-121.972611330454 37.405197438934),663,Santa Clara Fire Station 10,FireStation,5111  STARS AND STRIPES DR,Santa Clara,,County Comm,702012FIRE,37.40519249,-121.97259822,08/09/2012 12:00:00 AM +0000
POINT (-121.76574379316 37.311811227451),1112,Tom Matsumoto Elementary,School,4121 Mackin Woods Lane,San Jose,95135,School Website 2014/CA_DEPT_EDU,43694356115851,37.31180628,-121.76573073,09/04/2014 12:00:00 AM +0000
POINT (-121.650327727343 37.129136185488),327,Morgan Hill Station,Railroad Station,,Morgan Hill,,VTA,142012RRS,37.12913124,-121.6503147,01/15/2012 12:00:00 AM +0000
POINT (-122.000191690047 37.397441494498),169,Lakewood Park,Park,,,,ESRI,1652010POS,37.39743655,-122.00017858,09/14/2011 12:00:00 AM +0000
POINT (-121.976999001035 37.406340242711),1495,Pepperdine University - Silicon Valley Center,College and University,5201 Great America Parkway,Santa Clara,95054,Web Site,112012CU,37.4063353,-121.97698589,07/10/2009 12:00:00 AM +0000
POINT (-122.063482881302 37.284692148375),299,Fremont Older Open Space Preserve,Open Space,,,,MROSD,2962010POS,37.28468722,-122.06346977,09/14/2011 12:00:00 AM +0000
POINT (-122.033150219166 37.38145075807),629,Sunnyvale Fire Station 1,FireStation,171 N MATHILDA AV,SunnyVale,,County Comm,352012FIRE,37.38144582,-122.03313711,08/09/2012 12:00:00 AM +0000
POINT (-122.133541737049 37.400860187853),1226,Henry M. Gunn High,School,780 Arastradero Road,Palo Alto,94306,School Website 2014/CA_DEPT_EDU,43696414332904,37.40085525,-122.13352861,09/15/2014 12:00:00 AM +0000
POINT (-121.859194517781 37.368367181056),1354,Pegasus High,School,1776 Educational Park Drive,San Jose,95133,School Website 2014/CA_DEPT_EDU,43694274330353,37.36836223,-121.85918143,10/06/2014 12:00:00 AM +0000
POINT (-122.046932041993 37.303723280484),1461,William Regnart Elementary,School,1170 Yorkshire Drive,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196047054,37.30371835,-122.04691894,10/09/2014 12:00:00 AM +0000
POINT (-121.793269874417 37.316814585893),456,Aborn Dialysis,Clinic,3162 SOUTH WHITE RD,SAN JOSE,95148,Office Of StateWide Health Planning And Development (OSHPD),306434208,37.31680964,-121.79325681,08/10/2012 12:00:00 AM +0000
POINT (-122.066776180311 37.390881900154),393,Evelyn Station,VTA Light Rail Station,Evelyn Station  At  Station,,,VTA,000085,37.39087696,-122.06676306,01/15/2012 12:00:00 AM +0000
POINT (-121.859394477159 37.267300574954),344,Branham Station,VTA Light Rail Station,Hwy 87  At  Branham,,,VTA,000067,37.26729563,-121.8593814,01/15/2012 12:00:00 AM +0000
POINT (-121.922041613642 37.29749953559),1066,Blackford Elementary,School,1970 Willow Street,San Jose,95125,School Website 2014/CA_DEPT_EDU,43693936046510,37.2974946,-121.92202853,08/27/2014 12:00:00 AM +0000
POINT (-121.956550795893 37.234371849669),1067,Blossom Hill Elementary,School,16400 Blossom Hill Road,Los Gatos,95032,School Website 2014/CA_DEPT_EDU,43695266047518,37.23436692,-121.95653771,08/27/2014 12:00:00 AM +0000
POINT (-121.960415326061 37.333191853556),1458,Westwood Elementary,School,435 Saratoga Avenue,Santa Clara,95050,School Website 2014/CA_DEPT_EDU,43696746049043,37.33318691,-121.96040223,10/09/2014 12:00:00 AM +0000
